alpha_i,alpha_j,D_i,D_j,D_acc_j,D_acc_i_pre,D_acc_ij,D_acc_i_span,D_acc_j_span,effective_length_i,effective_length_j,length_i,length_j,Df,pd_pr,pd_pp,Cij
4.605170185988091e-05,5.295945713886305e-05,1.3e-05,1.35e-05,5.565,4.62,0.2699999999999999,1.157,1.215,21354.349377093084,18721.653755215622,89000.0,90000.0,500000000000.0,0.0,0.0,-0.0738947695278441
4.835428695287496e-05,3.9143946580898775e-05,-2.5e-06,1.35e-05,2.6695,2.8500000000000005,1.49,-0.1849999999999999,1.3095,20103.172290287093,24973.495678108164,74000.0,97000.0,140000000000.0,0.0,0.0,-0.0222472288497878
3.9143946580898775e-05,3.6841361487904736e-05,1.6499999999999998e-05,8e-06,-1.5560000000000005,-3.3000000000000003,-1.32,1.6334999999999995,0.424,25016.66158780473,23291.59979912276,99000.0,53000.0,340000000000.0,0.0,0.0,-0.0024229137166743
5.295945713886305e-05,5.0656872045869005e-05,-4.5e-06,-5.5e-06,1.2054999999999998,0.0999999999999998,-1.43,-0.387,-0.3245,18683.73345797876,18746.71492273184,86000.0,59000.0,410000000000.0,0.0,0.0,0.0177465893458174
4.1446531673892815e-05,4.835428695287496e-05,1.6499999999999998e-05,1.2e-05,3.926,3.88,0.77,1.4189999999999998,0.8160000000000001,23444.32792802471,19908.78254824914,86000.0,68000.0,100000000000.0,0.0,0.0,-0.1811648876834201
3.6841361487904736e-05,4.605170185988091e-05,1.05e-05,1.05e-05,4.5975,3.76,-0.2599999999999999,1.029,0.5775,26409.45874593536,19989.86224935906,98000.0,55000.0,370000000000.0,0.0,0.0,-0.0071801745169419
3.9143946580898775e-05,3.9143946580898775e-05,7.000000000000001e-06,2.5e-06,4.422499999999999,2.93,-1.33,0.5950000000000001,0.1624999999999999,24629.80590224796,23540.71362310333,85000.0,65000.0,240000000000.0,0.0,0.0,0.0378650548895448
5.0656872045869005e-05,4.374911676688687e-05,5e-06,1.5e-06,0.7065000000000001,1.2200000000000002,0.6500000000000001,0.3199999999999999,0.1365,18969.112612217064,22430.994626031257,64000.0,91000.0,370000000000.0,0.0,0.0,-0.0066575821214989
4.605170185988091e-05,4.605170185988091e-05,1.85e-05,9.5e-06,-1.8470000000000004,-3.9100000000000006,-1.3600000000000003,1.406,0.703,21058.94991127017,20995.68200093097,76000.0,74000.0,240000000000.0,0.0,0.0,0.0067124428609484
5.0656872045869005e-05,4.605170185988091e-05,-3e-06,-2e-06,-2.434,-2.4200000000000004,-0.17,-0.264,-0.184,19511.90799036026,21400.85083698336,88000.0,92000.0,280000000000.0,0.0,0.0,-0.1528451015210734
4.1446531673892815e-05,4.835428695287496e-05,-5e-07,-1e-06,-1.987,-1.41,0.48,-0.043,-0.0969999999999999,23444.32792802471,20490.77210053356,86000.0,97000.0,470000000000.0,0.0,0.0,0.0032914547930124
4.374911676688687e-05,4.835428695287496e-05,8e-06,4.5e-06,5.219500000000001,4.160000000000001,-0.6500000000000001,0.6639999999999999,0.4095,22252.22062884647,20426.846716838816,83000.0,91000.0,450000000000.0,0.0,0.0,0.0102654007043362
3.9143946580898775e-05,5.295945713886305e-05,-4e-06,4.5e-06,-1.653,-0.6399999999999999,1.31,-0.2799999999999999,0.297,23897.29853026629,18309.49825666725,70000.0,66000.0,360000000000.0,0.0,0.0,-0.0017560829226249
4.1446531673892815e-05,4.1446531673892815e-05,-1.5e-06,5.5e-06,2.1345,1.9,0.31,-0.1425,0.5445,23657.02302226745,23728.894609466308,95000.0,99000.0,300000000000.0,0.0,0.0,-0.0702497454545721
3.6841361487904736e-05,5.52620422318571e-05,-4e-06,4.5e-06,-3.1645000000000003,-3.88,-0.45,-0.364,0.2655,26193.53477514619,17401.26199853719,91000.0,59000.0,140000000000.0,0.0,0.0,-0.0858150363801403
3.9143946580898775e-05,4.1446531673892815e-05,-3e-06,1.5e-05,0.69,0.32,0.8300000000000001,-0.156,1.2,22209.89417584817,23251.45568525388,52000.0,80000.0,280000000000.0,0.0,0.0,0.0371167153827433
3.9143946580898775e-05,3.9143946580898775e-05,1.8e-05,-5.5e-06,2.6615,2.8600000000000003,-0.28,1.206,-0.4785,23691.77063789032,24698.852279665567,67000.0,87000.0,440000000000.0,0.0,0.0,0.3768685675808359
3.9143946580898775e-05,4.835428695287496e-05,1.75e-05,-2.5e-06,2.02,1.44,-0.74,1.1549999999999998,-0.1599999999999999,23617.72018370228,19744.06618672876,66000.0,64000.0,410000000000.0,0.0,0.0,0.0522657671540443
3.6841361487904736e-05,4.835428695287496e-05,5.5e-06,6e-06,-4.018,-5.36,-0.9700000000000004,0.528,0.372,26353.33737972969,19648.962090578585,96000.0,62000.0,180000000000.0,0.0,0.0,-0.0698266767710026
5.0656872045869005e-05,3.9143946580898775e-05,6.5e-06,1.05e-05,-2.9220000000000006,-2.8000000000000003,1.13,0.5850000000000001,1.008,19533.94820002878,24950.61190007288,90000.0,96000.0,190000000000.0,0.0,0.0,-0.0078153297348601
4.374911676688687e-05,5.52620422318571e-05,1e-06,1e-05,1.21,0.6000000000000001,-0.0799999999999999,0.0679999999999999,0.5299999999999999,21690.71218189042,17128.276948017778,68000.0,53000.0,340000000000.0,0.0,0.0,-0.1026652041091945
4.835428695287496e-05,5.295945713886305e-05,-5e-06,1.2e-05,-1.012,-2.14,-0.2400000000000001,-0.4499999999999999,0.888,20414.270723195485,18507.34701181773,90000.0,74000.0,460000000000.0,0.0,0.0,0.0194594797306231
3.6841361487904736e-05,4.1446531673892815e-05,-5.5e-06,5e-07,4.2275,5.11,0.9300000000000002,-0.44,0.0475,25718.898968652386,23657.02302226745,80000.0,95000.0,320000000000.0,0.0,0.0,0.0245785040018107
4.1446531673892815e-05,4.374911676688687e-05,1.05e-05,-1e-06,4.649,5.78,1.07,0.735,-0.061,22801.56805519923,21272.599041422145,70000.0,61000.0,490000000000.0,0.0,0.0,0.0208518473568056
4.374911676688687e-05,4.605170185988091e-05,1e-06,1.9e-05,3.374,1.52,-0.5999999999999999,0.065,1.2539999999999998,21527.05580871843,20675.392055319764,65000.0,66000.0,190000000000.0,0.0,0.0,0.0099213614212986
4.1446531673892815e-05,4.835428695287496e-05,1.3e-05,1.85e-05,0.4395,-1.84,-1.04,0.8450000000000001,1.2395,22496.25396395028,19870.540397496126,65000.0,67000.0,450000000000.0,0.0,0.0,-0.0087903479389317
3.9143946580898775e-05,5.52620422318571e-05,1.3e-05,1.9e-05,1.1799999999999995,-0.08,0.4499999999999999,0.8580000000000001,1.7099999999999995,23617.72018370228,17970.412423852216,66000.0,90000.0,210000000000.0,0.0,0.0,0.1988629136587242
5.0656872045869005e-05,4.1446531673892815e-05,7.499999999999999e-06,2e-06,0.626,-0.26,-0.75,0.5325,0.1359999999999999,19199.45347987656,22686.97604759796,71000.0,68000.0,180000000000.0,0.0,0.0,-0.0014349779553005
5.0656872045869005e-05,5.0656872045869005e-05,1.35e-05,7.499999999999999e-06,-1.0750000000000002,-1.1900000000000002,0.59,0.7695,0.705,18640.73692216477,19571.862470572825,57000.0,94000.0,180000000000.0,0.0,0.0,0.0501715644408957
4.374911676688687e-05,5.0656872045869005e-05,-1.5e-06,1.75e-05,-0.2500000000000002,-1.8,-0.29,-0.1035,1.2599999999999998,21740.66208316274,19226.186402076408,69000.0,72000.0,490000000000.0,0.0,0.0,-0.0260066669458841
4.374911676688687e-05,5.0656872045869005e-05,4e-06,8e-06,1.7959999999999998,1.21,0.03,0.26,0.616,21527.05580871843,19341.30096556398,65000.0,77000.0,500000000000.0,0.0,0.0,0.5338713632964758
5.52620422318571e-05,4.374911676688687e-05,5.5e-06,1.25e-05,-1.1125000000000005,-1.25,0.55,0.4455,0.6874999999999999,17889.742890678957,20796.82867856324,81000.0,55000.0,210000000000.0,0.0,0.0,0.0709481944739109
4.835428695287496e-05,5.0656872045869005e-05,1.1e-05,-3.5000000000000004e-06,-1.817,-0.0899999999999998,1.44,0.7919999999999999,-0.287,20044.531579944345,19430.658313553184,72000.0,82000.0,120000000000.0,0.0,0.0,-0.0068799682000086
3.6841361487904736e-05,5.295945713886305e-05,4e-06,1.2e-05,-1.508,-2.91,-0.4299999999999999,0.348,0.972,26042.71687326635,18623.51382779913,87000.0,81000.0,110000000000.0,0.0,0.0,-0.1478289467858218
3.9143946580898775e-05,4.605170185988091e-05,1.6499999999999998e-05,-1.5e-06,-4.471,-3.71,0.65,1.023,-0.111,23290.75347765332,20995.68200093097,62000.0,74000.0,220000000000.0,0.0,0.0,-0.0203263216037619
5.0656872045869005e-05,4.835428695287496e-05,-5e-07,7.499999999999999e-06,5.025,5.73,1.08,-0.046,0.3749999999999999,19553.864823896463,18837.521212428263,92000.0,50000.0,200000000000.0,0.0,0.0,-0.0180764474452584
4.605170185988091e-05,4.605170185988091e-05,-3e-06,8e-06,1.442,1.37,0.72,-0.267,0.7919999999999999,21354.349377093084,21487.34302003165,89000.0,99000.0,380000000000.0,0.0,0.0,-0.0034043330867638
4.605170185988091e-05,4.835428695287496e-05,5e-07,-5e-07,2.6395,4.17,1.4899999999999998,0.0455,-0.0405,21386.05844605337,20269.004639967203,91000.0,81000.0,410000000000.0,0.0,0.0,0.0033041074023182
5.295945713886305e-05,5.295945713886305e-05,4.5e-06,-5.5e-06,-2.9635,-1.35,1.08,0.2655,-0.5335,18052.41009078709,18771.43687232373,59000.0,97000.0,420000000000.0,0.0,0.0,0.0012190580878841
5.295945713886305e-05,5.52620422318571e-05,-1.5e-06,-2.5e-06,-3.682500000000001,-4.630000000000001,-1.1000000000000003,-0.1155,-0.1525,18562.43766656992,17473.91457518999,77000.0,61000.0,460000000000.0,0.0,0.0,-0.0115654880415404
4.605170185988091e-05,3.9143946580898775e-05,1.8e-05,6e-06,4.0120000000000005,4.420000000000001,0.9300000000000002,1.728,0.522,21453.655690291154,24698.852279665567,96000.0,87000.0,470000000000.0,0.0,0.0,-0.0182896346429337
5.0656872045869005e-05,4.1446531673892815e-05,1.75e-05,-1.5e-06,1.8575,2.58,0.61,1.365,-0.1125,19361.027301938964,23049.73666558129,78000.0,75000.0,460000000000.0,0.0,0.0,-0.0193180643663587
4.835428695287496e-05,4.605170185988091e-05,1.3e-05,5e-06,-0.005,-0.12,0.16,1.066,0.2749999999999999,20288.43774997617,19989.86224935906,82000.0,55000.0,340000000000.0,0.0,0.0,0.0932586148494719
5.0656872045869005e-05,4.835428695287496e-05,1.7e-05,2.5e-06,-2.685,-2.71,0.18,1.581,0.205,19563.091524627893,20288.43774997617,93000.0,82000.0,490000000000.0,0.0,0.0,-0.1873447713333646
4.374911676688687e-05,4.605170185988091e-05,2.5e-06,-5e-06,4.635000000000001,4.380000000000001,-0.56,0.1624999999999999,-0.305,21527.05580871843,20406.282578912585,65000.0,61000.0,230000000000.0,0.0,0.0,-0.1049985111965264
3.9143946580898775e-05,5.295945713886305e-05,1e-05,1e-06,-4.126,-4.930000000000001,-0.72,0.7999999999999999,0.0839999999999999,24431.578834277698,18661.53959052871,80000.0,84000.0,410000000000.0,0.0,0.0,0.0049964871907521
5.295945713886305e-05,4.1446531673892815e-05,-4e-06,1.9e-05,1.121,-1.08,-0.7000000000000002,-0.296,1.501,18507.34701181773,23214.38495984823,74000.0,79000.0,370000000000.0,0.0,0.0,-0.0103490021645127
5.295945713886305e-05,5.295945713886305e-05,1.55e-05,-4.5e-06,-2.5215,-1.69,0.44,1.0695,-0.3915,18393.652870992813,18693.979373048925,69000.0,87000.0,370000000000.0,0.0,0.0,0.0057583493956543
5.295945713886305e-05,3.9143946580898775e-05,1.55e-05,1.85e-05,-2.2445000000000004,-2.99,0.4199999999999999,0.8215,1.1655,17741.970704092713,23377.35543873097,53000.0,63000.0,400000000000.0,0.0,0.0,0.0383858241370426
3.9143946580898775e-05,4.605170185988091e-05,8e-06,1.45e-05,0.5020000000000001,0.3400000000000001,0.94,0.3999999999999999,1.102,21938.162105421696,21058.94991127017,50000.0,76000.0,300000000000.0,0.0,0.0,-0.0331590542132224
3.6841361487904736e-05,5.52620422318571e-05,3e-06,-2.5e-06,3.7825,4.25,0.33,0.3,-0.1374999999999999,26461.593608720574,17229.493379433134,100000.0,55000.0,140000000000.0,0.0,0.0,-0.0499368806263792
4.1446531673892815e-05,4.605170185988091e-05,1.5e-05,-4e-06,4.498,4.01,-0.78,1.3199999999999998,-0.292,23498.672269204497,20961.794591042355,88000.0,73000.0,150000000000.0,0.0,0.0,0.0276735143953742
5.0656872045869005e-05,5.295945713886305e-05,9.5e-06,1.7e-05,3.184,3.16,1.37,0.5415,1.394,18640.73692216477,18636.86596393341,57000.0,82000.0,140000000000.0,0.0,0.0,-0.0257977766264537
4.835428695287496e-05,4.605170185988091e-05,2e-06,1.1e-05,-3.3430000000000004,-5.58,-1.39,0.1359999999999999,0.847,19908.78254824914,21088.46461144108,68000.0,77000.0,420000000000.0,0.0,0.0,0.0057893979045484
5.0656872045869005e-05,3.9143946580898775e-05,1.4e-05,-2.5e-06,1.365,0.6099999999999999,-0.9300000000000002,1.162,-0.175,19445.97082528591,23897.29853026629,83000.0,70000.0,110000000000.0,0.0,0.0,0.0143858455446936
4.605170185988091e-05,3.6841361487904736e-05,-3.5000000000000004e-06,5.5e-06,0.2245,-0.2899999999999999,-0.1899999999999999,-0.1925,0.3245,19989.86224935906,24055.497289605177,55000.0,59000.0,290000000000.0,0.0,0.0,-0.0082620901750497
4.835428695287496e-05,5.295945713886305e-05,1.5e-05,3.5000000000000004e-06,-1.0285,-1.83,-0.4899999999999999,1.38,0.3115,20438.82907534097,18712.91296390105,92000.0,89000.0,270000000000.0,0.0,0.0,0.0630803266072027
5.0656872045869005e-05,4.374911676688687e-05,-4.5e-06,-5e-06,-1.985,-0.6700000000000002,0.97,-0.2835,-0.345,18929.02165418529,21740.66208316274,63000.0,69000.0,220000000000.0,0.0,0.0,0.0091373538059847
3.9143946580898775e-05,4.835428695287496e-05,2.5e-06,-1.5e-06,-5.0695,-3.5699999999999994,1.39,0.145,-0.1095,22908.36611404528,20074.56067945974,58000.0,73000.0,310000000000.0,0.0,0.0,-0.0131617021388211
3.9143946580898775e-05,5.0656872045869005e-05,5.5e-06,1.2e-05,1.33,-0.0399999999999998,-0.5899999999999999,0.3245,0.78,23009.64705478673,19007.223269104343,59000.0,65000.0,280000000000.0,0.0,0.0,-0.031420999915768
3.9143946580898775e-05,5.295945713886305e-05,1.35e-05,1.75e-05,-0.3825000000000002,-1.15,0.1600000000000001,1.1205,0.9275,24555.136805494425,17741.970704092713,83000.0,53000.0,260000000000.0,0.0,0.0,0.2248677945397056
5.295945713886305e-05,4.835428695287496e-05,1.7e-05,1.5e-05,2.91,2.62,0.67,0.935,0.96,17856.583468579312,19744.06618672876,55000.0,64000.0,240000000000.0,0.0,0.0,0.0077443582286164
5.295945713886305e-05,5.295945713886305e-05,5.5e-06,1.3e-05,4.368,4.08,0.96,0.3795,1.248,18393.652870992813,18765.403630241355,69000.0,96000.0,130000000000.0,0.0,0.0,-0.0973773159500972
4.374911676688687e-05,5.0656872045869005e-05,-1.5e-06,-6e-06,-0.422,-1.09,-1.19,-0.0855,-0.522,20969.479450991963,19500.02169727939,57000.0,87000.0,320000000000.0,0.0,0.0,-0.0091125455419806
4.605170185988091e-05,4.1446531673892815e-05,2e-05,1.5e-06,2.8405,2.58,-0.13,1.7999999999999998,0.1305,21370.568911216647,23472.06311413504,90000.0,87000.0,430000000000.0,0.0,0.0,0.2171628678908758
4.835428695287496e-05,3.9143946580898775e-05,1.4e-05,1.6e-05,3.926,1.8000000000000005,-0.5899999999999999,0.952,1.536,19908.78254824914,24950.61190007288,68000.0,96000.0,170000000000.0,0.0,0.0,-0.0835746510373505
5.295945713886305e-05,4.835428695287496e-05,1.25e-05,5.5e-06,3.1275,3.39,0.62,0.7374999999999999,0.3575,18052.41009078709,19788.27840538207,59000.0,65000.0,140000000000.0,0.0,0.0,-0.1409227429477554
3.9143946580898775e-05,5.295945713886305e-05,-2.5e-06,1e-05,-0.6000000000000002,-0.2200000000000002,1.19,-0.2324999999999999,0.8099999999999999,24876.332092720662,18623.51382779913,93000.0,81000.0,330000000000.0,0.0,0.0,-0.0075126597223185
3.9143946580898775e-05,4.374911676688687e-05,1.4e-05,-1.5e-06,-4.8385,-5.949999999999999,-1.23,0.798,-0.1185,22803.042021354115,22136.445837902284,57000.0,79000.0,290000000000.0,0.0,0.0,0.005623425277784
4.374911676688687e-05,4.374911676688687e-05,4e-06,1.25e-05,0.0824999999999999,-2.18,-1.3000000000000005,0.3879999999999999,0.9625,22529.48581609961,22070.50286451702,97000.0,77000.0,100000000000.0,0.0,0.0,0.005825535296304
5.0656872045869005e-05,4.1446531673892815e-05,9e-06,-5.5e-06,-1.295,-0.4699999999999998,0.55,0.8190000000000001,-0.2749999999999999,19544.158686505823,21090.002553125185,91000.0,50000.0,500000000000.0,0.0,0.0,0.0052128710125373
3.6841361487904736e-05,4.605170185988091e-05,1.95e-05,1.8e-05,0.0239999999999998,-0.9000000000000002,0.7499999999999999,1.794,1.674,26227.892512912324,21414.97746065104,92000.0,93000.0,470000000000.0,0.0,0.0,0.0666622319798476
4.605170185988091e-05,4.374911676688687e-05,6e-06,8e-06,2.402,1.15,-0.78,0.462,0.472,21088.46461144108,21127.66562632656,77000.0,59000.0,420000000000.0,0.0,0.0,-0.0358303949121458
4.605170185988091e-05,5.0656872045869005e-05,1.45e-05,1.8e-05,-3.3759999999999994,-3.08,1.43,0.87,1.134,20344.617630042205,18929.02165418529,60000.0,63000.0,390000000000.0,0.0,0.0,-0.0003668471833337
3.9143946580898775e-05,5.295945713886305e-05,4.5e-06,4e-06,-3.878000000000001,-2.9700000000000006,1.26,0.2745,0.352,23200.69435192832,18703.69678807488,61000.0,88000.0,430000000000.0,0.0,0.0,-0.0254901972695203
4.1446531673892815e-05,3.9143946580898775e-05,5e-07,-5.5e-06,-5.1205,-6.05,-1.4300000000000002,0.036,-0.5005,22907.04421952216,24821.73859775575,72000.0,91000.0,320000000000.0,0.0,0.0,0.0115820045893426
4.835428695287496e-05,5.0656872045869005e-05,5e-06,9.5e-06,3.744,4.26,1.2,0.4549999999999999,0.6839999999999999,20426.846716838816,19226.186402076408,91000.0,72000.0,140000000000.0,0.0,0.0,-0.0611827201270279
4.374911676688687e-05,4.835428695287496e-05,1.4e-05,8.5e-06,4.502,3.28,-0.4399999999999999,1.344,0.782,22514.8122850908,20438.82907534097,96000.0,92000.0,320000000000.0,0.0,0.0,-0.0756814622777409
4.1446531673892815e-05,5.295945713886305e-05,-5.5e-06,1.85e-05,-1.412,-2.52,0.52,-0.308,1.628,21758.76169310596,18703.69678807488,56000.0,88000.0,360000000000.0,0.0,0.0,-0.0192354738775937
4.1446531673892815e-05,4.374911676688687e-05,5e-06,5e-06,-4.62,-5.63,-0.76,0.3849999999999999,0.2499999999999999,23135.470910670912,20292.938924924,77000.0,50000.0,300000000000.0,0.0,0.0,-0.0579027192630106
5.295945713886305e-05,4.1446531673892815e-05,1.2e-05,6e-06,3.0700000000000003,2.89,0.33,0.66,0.51,17856.583468579312,23415.419060134453,55000.0,85000.0,190000000000.0,0.0,0.0,-0.1685685350925651
5.295945713886305e-05,5.0656872045869005e-05,1.95e-05,7.499999999999999e-06,2.665,1.87,-0.3,1.092,0.4949999999999999,17909.495051183345,19043.45144223078,56000.0,66000.0,100000000000.0,0.0,0.0,0.2422894659699697
3.6841361487904736e-05,3.9143946580898775e-05,1.25e-05,1.9e-05,-1.6220000000000003,-3.4400000000000004,-0.6400000000000003,1.0125,1.178,25770.424746962424,23290.75347765332,81000.0,62000.0,310000000000.0,0.0,0.0,0.0174780075657387
4.374911676688687e-05,4.1446531673892815e-05,1.75e-05,3e-06,4.255000000000001,3.770000000000001,-0.29,1.5575,0.195,22391.98529293308,22496.25396395028,89000.0,65000.0,340000000000.0,0.0,0.0,0.109582495916959
4.374911676688687e-05,5.52620422318571e-05,1.85e-05,1.35e-05,-1.8005000000000004,-3.12,-0.01,1.5725,1.3095,22302.93937700009,18010.573238282952,85000.0,97000.0,330000000000.0,0.0,0.0,0.9300530392071856
4.1446531673892815e-05,5.0656872045869005e-05,1.35e-05,-4.5e-06,0.9245,0.3399999999999998,-1.03,1.0125,-0.4455,23049.73666558129,19609.631017021868,75000.0,99000.0,410000000000.0,0.0,0.0,0.0194827841295834
4.835428695287496e-05,5.295945713886305e-05,3e-06,1.5e-05,-1.1750000000000005,-1.2100000000000002,1.3,0.288,1.335,20481.363125650994,18712.91296390105,96000.0,89000.0,470000000000.0,0.0,0.0,0.0137159836768911
4.374911676688687e-05,3.9143946580898775e-05,1.25e-05,7.000000000000001e-06,-3.721,-5.140000000000001,-1.02,0.7875,0.399,21405.39000603608,22803.042021354115,63000.0,57000.0,160000000000.0,0.0,0.0,-0.1423611529951934
3.6841361487904736e-05,4.605170185988091e-05,1.8e-05,6.5e-06,-0.6649999999999999,-2.48,-1.23,1.35,0.5850000000000001,25430.77203755276,21370.568911216647,75000.0,90000.0,100000000000.0,0.0,0.0,-0.0144430618430899
4.835428695287496e-05,5.295945713886305e-05,9e-06,-6e-06,-3.898,-4.47,-0.98,0.7020000000000001,-0.408,20204.73557552537,18367.07312957177,78000.0,68000.0,200000000000.0,0.0,0.0,-0.129717399179798
3.9143946580898775e-05,5.295945713886305e-05,2.5e-06,8.5e-06,2.8465000000000003,3.2700000000000005,1.01,0.1374999999999999,0.5865,22579.61232369104,18393.652870992813,55000.0,69000.0,230000000000.0,0.0,0.0,0.0102565346486168
4.1446531673892815e-05,3.6841361487904736e-05,-4.5e-06,3.5000000000000004e-06,0.622,0.0599999999999999,-0.38,-0.369,0.182,23321.143095943007,23147.04764743013,82000.0,52000.0,200000000000.0,0.0,0.0,0.0074333553297791
4.374911676688687e-05,4.605170185988091e-05,0.0,1.35e-05,-3.65,-5.890000000000001,-1.16,0.0,1.0799999999999998,22349.40893329177,21169.274886976465,87000.0,80000.0,170000000000.0,0.0,0.0,-0.0106034622687397
5.52620422318571e-05,4.1446531673892815e-05,1.2e-05,1.2e-05,5.804,3.82,-1.0,1.02,0.984,17930.5695480654,23321.143095943007,85000.0,82000.0,480000000000.0,0.0,0.0,-0.0381512771315335
5.0656872045869005e-05,5.52620422318571e-05,1.4e-05,-1.5e-06,-4.357,-3.48,0.7900000000000001,0.91,-0.087,19007.223269104343,17361.811248844235,65000.0,58000.0,460000000000.0,0.0,0.0,-0.0233989804824715
4.605170185988091e-05,4.1446531673892815e-05,-3e-06,1.9e-05,2.127,2.38,1.26,-0.186,1.007,20465.17214790119,21445.14369176307,62000.0,53000.0,480000000000.0,0.0,0.0,-0.0045586160820841
5.52620422318571e-05,3.9143946580898775e-05,0.0,-5e-06,0.4400000000000001,0.31,-0.51,0.0,-0.3799999999999999,17939.44223709546,24242.560673877528,86000.0,76000.0,260000000000.0,0.0,0.0,-0.0026625488630578
